run,run_id,task,arm,step,system,task_text,url,menu_size,s1_operation,s1_op_conf,s1_target,s1_target_conf,alternatives,goal_done,stuck,needs_reasoning,destructive,arbiter_reason,s1_proposed,executed,executed_target,url_after,result_error,next_reason,verify_band,verify_complete,verify_unmet_max,run_passed,auto_label,label,note,label_a,reason_a,label_b,reason_b,model_label
q10-native-dev-20260924,calc-read-result-s1_only-a419e0fb,calc-read-result,s1_only,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,done,0.68,,,,0.32,0.05,0.58,0.12,done without an answer on an answer task; not verified,[],,,app://Calculator,,,,,,False,wrong,,,wrong,nothing has been computed yet; done is premature,wrong,done with no prior actions; nothing has been cleared or computed,wrong
q10-native-dev-20260924,calc-read-result-s1_only-bb087f20,calc-read-result,s1_only,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.99,All Clear,0.89,All Clear (0.90); 9 (0.10); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.02,0.05,0.14,0.1,"act: operation 0.99, target 0.89",[],click,All Clear,app://Calculator,,act,,,,False,right,,,right,All Clear is the correct next key for the requested arithmetic after nothing,right,"clicks All Clear, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-read-result-s1_only-bb087f20,calc-read-result,s1_only,2,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.98,9,0.87,9 (0.88); All Clear (0.12); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.02,0.08,0.17,0.08,"act: operation 0.98, target 0.87",[],click,9,app://Calculator,,act,,,,False,right,,,right,9 is the correct next key for the requested arithmetic after All Clear,right,"clicks 9, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-read-result-s1_only-bb087f20,calc-read-result,s1_only,3,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.98,Multiply,0.67,Multiply (0.68); Clear (0.27); 9 (0.04); Percent (0.00); Delete (0.00),0.02,0.09,0.19,0.05,"act: operation 0.98, target 0.67",[],click,Multiply,app://Calculator,,act,,,,False,right,,,right,"Multiply is the correct next key for the requested arithmetic after All Clear, 9",right,"clicks Multiply, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-read-result-s1_only-bb087f20,calc-read-result,s1_only,4,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.99,9,0.84,9 (0.85); Clear (0.10); Equals (0.05); Percent (0.00); Delete (0.00),0.02,0.08,0.19,0.05,"act: operation 0.99, target 0.84",[],click,9,app://Calculator,,act,,,,False,right,,,right,"9 is the correct next key for the requested arithmetic after All Clear, 9, Multiply",right,"clicks 9, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-read-result-s1_only-bb087f20,calc-read-result,s1_only,5,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.97,Equals,0.94,Equals (0.94); Clear (0.06); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.04,0.31,0.3,0.05,"act: operation 0.97, target 0.94",[],click,Equals,app://Calculator,,done without an answer on an answer task; not verified,,,,False,wrong,,,right,"Equals is the correct next key for the requested arithmetic after All Clear, 9, Multiply, 9",right,"clicks Equals, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-read-result-s1_only-bb087f20,calc-read-result,s1_only,6,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,done,0.97,,,,0.85,0.26,0.85,0.06,done without an answer on an answer task; not verified,[],,,app://Calculator,,,,,,False,wrong,,,right,"prior actions completed the full sequence (All Clear, 9, Multiply, 9, Equals); task done",right,prior actions completed the requested computation (ending in Equals); done is right,right
q10-native-dev-20260924,calc-read-result-s1_only-c625d856,calc-read-result,s1_only,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.99,All Clear,0.93,All Clear (0.94); 9 (0.06); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.02,0.05,0.14,0.11,"act: operation 0.99, target 0.93",[],click,All Clear,app://Calculator,,act,,,,False,right,,,right,All Clear is the correct next key for the requested arithmetic after nothing,right,"clicks All Clear, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-read-result-s1_only-c625d856,calc-read-result,s1_only,2,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.97,9,0.89,9 (0.90); All Clear (0.10); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.02,0.08,0.18,0.07,"act: operation 0.97, target 0.89",[],click,9,app://Calculator,,act,,,,False,right,,,right,9 is the correct next key for the requested arithmetic after All Clear,right,"clicks 9, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-read-result-s1_only-c625d856,calc-read-result,s1_only,3,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.98,Multiply,0.57,Multiply (0.59); Clear (0.37); 9 (0.04); Percent (0.00); Delete (0.00),0.02,0.09,0.19,0.07,"act: operation 0.98, target 0.57",[],click,Multiply,app://Calculator,,act,,,,False,right,,,right,"Multiply is the correct next key for the requested arithmetic after All Clear, 9",right,"clicks Multiply, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-read-result-s1_only-c625d856,calc-read-result,s1_only,4,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.99,9,0.85,9 (0.85); Clear (0.11); Equals (0.04); Percent (0.00); Delete (0.00),0.02,0.08,0.16,0.05,"act: operation 0.99, target 0.85",[],click,9,app://Calculator,,act,,,,False,right,,,right,"9 is the correct next key for the requested arithmetic after All Clear, 9, Multiply",right,"clicks 9, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-read-result-s1_only-c625d856,calc-read-result,s1_only,5,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.95,Equals,0.93,Equals (0.94); Clear (0.06); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.03,0.37,0.27,0.05,"act: operation 0.95, target 0.93",[],click,Equals,app://Calculator,,done without an answer on an answer task; not verified,,,,False,wrong,,,right,"Equals is the correct next key for the requested arithmetic after All Clear, 9, Multiply, 9",right,"clicks Equals, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-read-result-s1_only-c625d856,calc-read-result,s1_only,6,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,done,0.97,,,,0.84,0.27,0.82,0.06,done without an answer on an answer task; not verified,[],,,app://Calculator,,,,,,False,wrong,,,right,"prior actions completed the full sequence (All Clear, 9, Multiply, 9, Equals); task done",right,prior actions completed the requested computation (ending in Equals); done is right,right
q10-native-dev-20260924,calc-subtract-dual-64cb6712,calc-subtract,dual,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,All Clear,0.95,All Clear (0.96); 2 (0.04); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.03,0.04,0.06,0.14,"act: operation 0.98, target 0.95",[],click,All Clear,app://Calculator,,act,,,,True,right,,,right,All Clear is the correct next key for the requested arithmetic after nothing,right,"clicks All Clear, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-64cb6712,calc-subtract,dual,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.94,2,0.84,2 (0.85); All Clear (0.13); Subtract (0.01); 5 (0.01); Percent (0.00),0.02,0.08,0.07,0.08,"act: operation 0.94, target 0.84",[],click,2,app://Calculator,,act,,,,True,right,,,right,2 is the correct next key for the requested arithmetic after All Clear,right,"clicks 2, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-64cb6712,calc-subtract,dual,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.96,5,0.47,5 (0.49); Clear (0.37); 0 (0.06); 2 (0.04); Subtract (0.02),0.02,0.09,0.1,0.09,"act: operation 0.96, target 0.47",[],click,5,app://Calculator,,act,,,,True,right,,,right,"5 is the correct next key for the requested arithmetic after All Clear, 2",right,"clicks 5, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-64cb6712,calc-subtract,dual,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.95,0,0.66,0 (0.67); Subtract (0.16); Clear (0.14); Equals (0.01); 7 (0.01),0.02,0.1,0.1,0.08,"act: operation 0.95, target 0.66",[],click,0,app://Calculator,,act,,,,True,right,,,right,"0 is the correct next key for the requested arithmetic after All Clear, 2, 5",right,"clicks 0, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-64cb6712,calc-subtract,dual,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.97,Subtract,0.84,Subtract (0.86); Clear (0.11); 7 (0.03); Percent (0.00); Delete (0.00),0.03,0.1,0.07,0.07,"act: operation 0.97, target 0.84",[],click,Subtract,app://Calculator,,act,,,,True,right,,,right,"Subtract is the correct next key for the requested arithmetic after All Clear, 2, 5, 0",right,"clicks Subtract, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-64cb6712,calc-subtract,dual,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,7,0.91,7 (0.92); Clear (0.03); Equals (0.03); 3 (0.02); Percent (0.00),0.05,0.09,0.08,0.06,"act: operation 0.98, target 0.91",[],click,7,app://Calculator,,act,,,,True,right,,,right,"7 is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract",right,"clicks 7, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-64cb6712,calc-subtract,dual,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,5,0.86,5 (0.88); Clear (0.08); Equals (0.02); 0 (0.01); 7 (0.01),0.03,0.11,0.1,0.06,"act: operation 0.98, target 0.86",[],click,5,app://Calculator,,act,,,,True,right,,,right,"5 is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract, 7",right,"clicks 5, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-64cb6712,calc-subtract,dual,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.71,Equals,0.93,Equals (0.94); Clear (0.06); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.16,0.26,0.13,0.07,"act: operation 0.71, target 0.93",[],click,Equals,app://Calculator,,"System 2 done refused, verification verify",,,,True,right,,,right,"Equals is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract, 7, 5",right,"clicks Equals, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-64cb6712,calc-subtract,dual,9,s2,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.93,,,,0.6,0.22,0.55,0.07,"System 2 done refused, verification verify: uncertain: complete p=0.76, max unmet p=0.45",[],,,app://Calculator,,"System 2 done refused, verification verify",verify,0.76,0.45,True,unknown,,,right,"prior actions completed the full sequence (All Clear, 2, 5, 0, Subtract, 7, 5, Equals); task done",right,prior actions completed the requested computation (ending in Equals); done is right,right
q10-native-dev-20260924,calc-subtract-dual-64cb6712,calc-subtract,dual,10,s2,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.81,,,,0.57,0.39,0.42,0.12,"System 2 done refused, verification verify: uncertain: complete p=0.68, max unmet p=0.45; ledger carried 1 requirement(s",[],,,app://Calculator,"s2 fatal: done refused 2 times; uncertain: complete p=0.68, max unmet p=0.45; le",,verify,0.68,0.45,True,unknown,,,right,"prior actions completed the full sequence (All Clear, 2, 5, 0, Subtract, 7, 5, Equals); task done",right,prior actions completed the requested computation (ending in Equals); done is right,right
q10-native-dev-20260924,calc-subtract-dual-ba3ec6d7,calc-subtract,dual,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.99,All Clear,0.93,All Clear (0.94); 2 (0.06); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.03,0.04,0.06,0.12,"act: operation 0.99, target 0.93",[],click,All Clear,app://Calculator,,act,,,,True,right,,,right,All Clear is the correct next key for the requested arithmetic after nothing,right,"clicks All Clear, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-ba3ec6d7,calc-subtract,dual,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.95,2,0.86,2 (0.88); All Clear (0.10); Subtract (0.01); 5 (0.01); Percent (0.00),0.02,0.08,0.07,0.08,"act: operation 0.95, target 0.86",[],click,2,app://Calculator,,retry_alternate,,,,True,right,,,right,2 is the correct next key for the requested arithmetic after All Clear,right,"clicks 2, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-ba3ec6d7,calc-subtract,dual,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.94,5,0.41,Clear (0.44); 5 (0.38); 0 (0.07); 2 (0.06); Subtract (0.02),0.02,0.09,0.09,0.08,retry_alternate: retry_alternate: target confidence 0.41 < 0.45; alternate 28 p=0.38 within 0.15 of chosen p=0.44,[],click,5,app://Calculator,,act,,,,True,right,,,right,"5 is the correct next key for the requested arithmetic after All Clear, 2",right,"clicks 5, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-ba3ec6d7,calc-subtract,dual,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.94,0,0.66,0 (0.67); Clear (0.19); Subtract (0.13); 7 (0.01); Percent (0.00),0.02,0.11,0.1,0.08,"act: operation 0.94, target 0.66",[],click,0,app://Calculator,,act,,,,True,right,,,right,"0 is the correct next key for the requested arithmetic after All Clear, 2, 5",right,"clicks 0, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-ba3ec6d7,calc-subtract,dual,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.97,Subtract,0.87,Subtract (0.88); Clear (0.09); 7 (0.03); Percent (0.00); Delete (0.00),0.03,0.1,0.08,0.07,"act: operation 0.97, target 0.87",[],click,Subtract,app://Calculator,,act,,,,True,right,,,right,"Subtract is the correct next key for the requested arithmetic after All Clear, 2, 5, 0",right,"clicks Subtract, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-ba3ec6d7,calc-subtract,dual,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.97,7,0.9,7 (0.92); Clear (0.04); Equals (0.02); 3 (0.02); Percent (0.00),0.06,0.09,0.09,0.06,"act: operation 0.97, target 0.9",[],click,7,app://Calculator,,act,,,,True,right,,,right,"7 is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract",right,"clicks 7, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-ba3ec6d7,calc-subtract,dual,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.97,5,0.8,5 (0.82); Clear (0.09); 7 (0.04); Equals (0.02); Delete (0.01),0.04,0.11,0.1,0.08,"act: operation 0.97, target 0.8",[],click,5,app://Calculator,,act,,,,True,right,,,right,"5 is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract, 7",right,"clicks 5, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-ba3ec6d7,calc-subtract,dual,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.78,Equals,0.95,Equals (0.96); Clear (0.04); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.13,0.28,0.13,0.07,"act: operation 0.78, target 0.95",[],click,Equals,app://Calculator,,"System 2 done refused, verification verify",,,,True,right,,,right,"Equals is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract, 7, 5",right,"clicks Equals, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-ba3ec6d7,calc-subtract,dual,9,s2,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.92,,,,0.54,0.26,0.59,0.07,"System 2 done refused, verification verify: uncertain: complete p=0.73, max unmet p=0.42; ledger carried 1 requirement(s",[],,,app://Calculator,,"System 2 done refused, verification verify",verify,0.73,0.42,True,unknown,,,right,"prior actions completed the full sequence (All Clear, 2, 5, 0, Subtract, 7, 5, Equals); task done",right,prior actions completed the requested computation (ending in Equals); done is right,right
q10-native-dev-20260924,calc-subtract-dual-ba3ec6d7,calc-subtract,dual,10,s2,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.79,,,,0.53,0.41,0.46,0.13,"System 2 done refused, verification verify: uncertain: complete p=0.71, max unmet p=0.42; ledger carried 1 requirement(s",[],,,app://Calculator,"s2 fatal: done refused 2 times; uncertain: complete p=0.71, max unmet p=0.42; le",,verify,0.71,0.42,True,unknown,,,right,"prior actions completed the full sequence (All Clear, 2, 5, 0, Subtract, 7, 5, Equals); task done",right,prior actions completed the requested computation (ending in Equals); done is right,right
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,All Clear,0.93,All Clear (0.94); 2 (0.06); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.02,0.04,0.06,0.11,"act: operation 0.98, target 0.93",[],click,All Clear,app://Calculator,,act,,,,True,right,,,right,All Clear is the correct next key for the requested arithmetic after nothing,right,"clicks All Clear, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.94,2,0.82,2 (0.83); All Clear (0.15); Subtract (0.01); 5 (0.01); Percent (0.00),0.02,0.08,0.07,0.08,"act: operation 0.94, target 0.82",[],click,2,app://Calculator,,act,,,,True,right,,,right,2 is the correct next key for the requested arithmetic after All Clear,right,"clicks 2, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.95,5,0.58,5 (0.60); Clear (0.27); 0 (0.06); 2 (0.03); Subtract (0.02),0.02,0.09,0.09,0.09,"act: operation 0.95, target 0.58",[],click,5,app://Calculator,,act,,,,True,right,,,right,"5 is the correct next key for the requested arithmetic after All Clear, 2",right,"clicks 5, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.95,0,0.62,0 (0.64); Clear (0.21); Subtract (0.13); Equals (0.01); 7 (0.01),0.02,0.1,0.11,0.09,"act: operation 0.95, target 0.62",[],click,0,app://Calculator,,act,,,,True,right,,,right,"0 is the correct next key for the requested arithmetic after All Clear, 2, 5",right,"clicks 0, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,Subtract,0.88,Subtract (0.89); Clear (0.08); 7 (0.03); Percent (0.00); Delete (0.00),0.03,0.09,0.08,0.08,"act: operation 0.98, target 0.88",[],click,Subtract,app://Calculator,,act,,,,True,right,,,right,"Subtract is the correct next key for the requested arithmetic after All Clear, 2, 5, 0",right,"clicks Subtract, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.97,7,0.94,7 (0.95); Clear (0.03); Equals (0.02); Percent (0.00); Delete (0.00),0.06,0.09,0.08,0.06,"act: operation 0.97, target 0.94",[],click,7,app://Calculator,,act,,,,True,right,,,right,"7 is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract",right,"clicks 7, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,5,0.76,5 (0.77); Clear (0.14); Equals (0.05); 0 (0.02); 7 (0.02),0.04,0.11,0.1,0.07,"act: operation 0.98, target 0.76",[],click,5,app://Calculator,,act,,,,True,right,,,right,"5 is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract, 7",right,"clicks 5, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.68,Equals,0.92,Equals (0.93); Clear (0.07); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.2,0.27,0.14,0.07,"act: operation 0.68, target 0.92",[],click,Equals,app://Calculator,,"System 2 done refused, verification verify",,,,True,right,,,right,"Equals is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract, 7, 5",right,"clicks Equals, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,9,s2,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.95,,,,0.62,0.23,0.56,0.07,"System 2 done refused, verification verify: uncertain: complete p=0.74, max unmet p=0.45; ledger carried 1 requirement(s",[],,,app://Calculator,,"System 2 done refused, verification verify",verify,0.74,0.45,True,unknown,,,right,"prior actions completed the full sequence (All Clear, 2, 5, 0, Subtract, 7, 5, Equals); task done",right,prior actions completed the requested computation (ending in Equals); done is right,right
q10-native-dev-20260924,calc-subtract-dual-d258513c,calc-subtract,dual,10,s2,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.87,,,,0.6,0.41,0.4,0.13,"System 2 done refused, verification verify: uncertain: complete p=0.72, max unmet p=0.37; ledger carried 1 requirement(s",[],,,app://Calculator,"s2 fatal: done refused 2 times; uncertain: complete p=0.72, max unmet p=0.37; le",,verify,0.72,0.37,True,unknown,,,right,"prior actions completed the full sequence (All Clear, 2, 5, 0, Subtract, 7, 5, Equals); task done",right,prior actions completed the requested computation (ending in Equals); done is right,right
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,All Clear,0.95,All Clear (0.95); 2 (0.05); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.03,0.05,0.06,0.13,"act: operation 0.98, target 0.95",[],click,All Clear,app://Calculator,,act,,,,False,right,,,right,All Clear is the correct next key for the requested arithmetic after nothing,right,"clicks All Clear, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.95,2,0.83,2 (0.84); All Clear (0.14); Subtract (0.01); 5 (0.01); Percent (0.00),0.02,0.08,0.07,0.08,"act: operation 0.95, target 0.83",[],click,2,app://Calculator,,act,,,,False,right,,,right,2 is the correct next key for the requested arithmetic after All Clear,right,"clicks 2, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.94,5,0.51,5 (0.53); Clear (0.33); 0 (0.07); 2 (0.03); 1 (0.01),0.02,0.09,0.08,0.09,"act: operation 0.94, target 0.51",[],click,5,app://Calculator,,act,,,,False,right,,,right,"5 is the correct next key for the requested arithmetic after All Clear, 2",right,"clicks 5, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.94,0,0.6,0 (0.62); Clear (0.23); Subtract (0.14); 7 (0.01); Percent (0.00),0.02,0.1,0.1,0.08,"act: operation 0.94, target 0.6",[],click,0,app://Calculator,,act,,,,False,right,,,right,"0 is the correct next key for the requested arithmetic after All Clear, 2, 5",right,"clicks 0, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.98,Subtract,0.9,Subtract (0.91); Clear (0.07); 7 (0.02); Percent (0.00); Delete (0.00),0.04,0.1,0.07,0.07,"act: operation 0.98, target 0.9",[],click,Subtract,app://Calculator,,act,,,,False,right,,,right,"Subtract is the correct next key for the requested arithmetic after All Clear, 2, 5, 0",right,"clicks Subtract, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.97,7,0.95,7 (0.96); Clear (0.02); Equals (0.02); Percent (0.00); Delete (0.00),0.05,0.08,0.08,0.06,"act: operation 0.97, target 0.95",[],click,7,app://Calculator,,act,,,,False,right,,,right,"7 is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract",right,"clicks 7, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.97,5,0.8,5 (0.81); Clear (0.12); Equals (0.03); 7 (0.02); 0 (0.01),0.04,0.11,0.11,0.07,"act: operation 0.97, target 0.8",[],click,5,app://Calculator,,act,,,,False,right,,,right,"5 is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract, 7",right,"clicks 5, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,click,0.74,Equals,0.94,Equals (0.95); Clear (0.05); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.17,0.28,0.13,0.07,"act: operation 0.74, target 0.94",[],click,Equals,app://Calculator,,verification verify,,,,False,wrong,,,right,"Equals is the correct next key for the requested arithmetic after All Clear, 2, 5, 0, Subtract, 7, 5",right,"clicks Equals, the correct next key in the requested sequence given prior actions",right
q10-native-dev-20260924,calc-subtract-s1_only-5fb794b4,calc-subtract,s1_only,9,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,54,done,0.93,,,,0.61,0.25,0.53,0.08,"verification verify: uncertain: complete p=0.71, max unmet p=0.46",[],,,app://Calculator,,,verify,0.71,0.46,False,wrong,,,right,"prior actions completed the full sequence (All Clear, 2, 5, 0, Subtract, 7, 5, Equals); task done",right,prior actions completed the requested computation (ending in Equals); done is right,right
