run,run_id,task,arm,step,system,task_text,url,menu_size,s1_operation,s1_op_conf,s1_target,s1_target_conf,alternatives,goal_done,stuck,needs_reasoning,destructive,arbiter_reason,s1_proposed,executed,executed_target,url_after,result_error,next_reason,verify_band,verify_complete,verify_unmet_max,run_passed,auto_label,label,note
q10b-native-dev-20260924,calc-subtract-dual-fcd52ebb,calc-subtract,dual,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.94,5,0.61,5 (0.64); Clear (0.28); 0 (0.06); 2 (0.01); Subtract (0.01),0.01,0.11,0.1,0.08,"act: operation 0.94, target 0.61","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-fcd52ebb,calc-subtract,dual,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.93,0,0.66,0 (0.68); Clear (0.22); Subtract (0.07); 7 (0.01); 5 (0.01),0.02,0.11,0.1,0.08,"act: operation 0.93, target 0.66","[{""name"": ""click"", ""params"": {""index"": 18, ""label"": ""0""}}]",click,0,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-fcd52ebb,calc-subtract,dual,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.98,Subtract,0.76,Subtract (0.77); Clear (0.17); 7 (0.06); 4 (0.00); Multiply (0.00),0.03,0.1,0.07,0.07,"act: operation 0.98, target 0.76","[{""name"": ""click"", ""params"": {""index"": 12, ""label"": ""Subtract""}}]",click,Subtract,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-fcd52ebb,calc-subtract,dual,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.98,7,0.94,7 (0.95); Clear (0.04); Equals (0.01); 4 (0.00); Multiply (0.00),0.02,0.09,0.07,0.05,"act: operation 0.98, target 0.94","[{""name"": ""click"", ""params"": {""index"": 5, ""label"": ""7""}}]",click,7,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-fcd52ebb,calc-subtract,dual,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,5,0.91,5 (0.93); Clear (0.05); 7 (0.02); 4 (0.00); Multiply (0.00),0.02,0.1,0.09,0.07,"act: operation 0.97, target 0.91","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-fcd52ebb,calc-subtract,dual,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,Equals,0.95,Equals (0.96); Clear (0.04); 4 (0.00); Multiply (0.00); 9 (0.00),0.03,0.28,0.1,0.06,"act: operation 0.97, target 0.95","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,verification accept,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-fcd52ebb,calc-subtract,dual,9,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,done,0.95,,,,0.93,0.26,0.55,0.08,"verification accept: complete p=0.90, max unmet p=0.06",[],done,,app://Calculator,,,accept,0.9,0.06,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-0fa43358,calc-subtract,s1_only,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.99,All Clear,0.88,All Clear (0.89); 2 (0.11); 4 (0.00); Multiply (0.00); 9 (0.00),0.03,0.04,0.06,0.09,"act: operation 0.99, target 0.88","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-0fa43358,calc-subtract,s1_only,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.94,2,0.9,2 (0.91); All Clear (0.08); Subtract (0.01); 4 (0.00); Multiply (0.00),0.03,0.08,0.07,0.07,"act: operation 0.94, target 0.9","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-0fa43358,calc-subtract,s1_only,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.94,5,0.59,5 (0.62); Clear (0.31); 0 (0.05); 2 (0.01); Subtract (0.01),0.02,0.11,0.09,0.08,"act: operation 0.94, target 0.59","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-0fa43358,calc-subtract,s1_only,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.93,0,0.67,0 (0.69); Clear (0.22); Subtract (0.07); 7 (0.01); 5 (0.01),0.02,0.1,0.1,0.08,"act: operation 0.93, target 0.67","[{""name"": ""click"", ""params"": {""index"": 18, ""label"": ""0""}}]",click,0,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-0fa43358,calc-subtract,s1_only,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,Subtract,0.82,Subtract (0.83); Clear (0.13); 7 (0.04); 4 (0.00); Multiply (0.00),0.03,0.11,0.08,0.08,"act: operation 0.97, target 0.82","[{""name"": ""click"", ""params"": {""index"": 12, ""label"": ""Subtract""}}]",click,Subtract,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-0fa43358,calc-subtract,s1_only,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.98,7,0.95,7 (0.97); Clear (0.03); 4 (0.00); Multiply (0.00); 9 (0.00),0.02,0.09,0.08,0.05,"act: operation 0.98, target 0.95","[{""name"": ""click"", ""params"": {""index"": 5, ""label"": ""7""}}]",click,7,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-0fa43358,calc-subtract,s1_only,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,5,0.88,5 (0.89); Clear (0.06); 7 (0.04); Equals (0.01); 4 (0.00),0.02,0.1,0.09,0.07,"act: operation 0.97, target 0.88","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-0fa43358,calc-subtract,s1_only,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,Equals,0.94,Equals (0.95); Clear (0.05); 4 (0.00); Multiply (0.00); 9 (0.00),0.03,0.31,0.1,0.07,"act: operation 0.97, target 0.94","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,verification accept,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-0fa43358,calc-subtract,s1_only,9,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,done,0.96,,,,0.93,0.27,0.59,0.08,"verification accept: complete p=0.89, max unmet p=0.06",[],done,,app://Calculator,,,accept,0.89,0.06,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-3ee9660f,calc-subtract,s1_only,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.99,All Clear,0.9,All Clear (0.91); 2 (0.09); 4 (0.00); Multiply (0.00); 9 (0.00),0.02,0.04,0.06,0.09,"act: operation 0.99, target 0.9","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-3ee9660f,calc-subtract,s1_only,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.96,2,0.91,2 (0.92); All Clear (0.08); 4 (0.00); Multiply (0.00); 9 (0.00),0.02,0.07,0.07,0.07,"act: operation 0.96, target 0.91","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-3ee9660f,calc-subtract,s1_only,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.94,5,0.65,5 (0.67); Clear (0.26); 0 (0.05); 2 (0.01); Subtract (0.01),0.02,0.11,0.1,0.09,"act: operation 0.94, target 0.65","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-3ee9660f,calc-subtract,s1_only,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.91,0,0.6,0 (0.63); Clear (0.28); Subtract (0.07); 7 (0.01); 5 (0.01),0.02,0.11,0.1,0.1,"act: operation 0.91, target 0.6","[{""name"": ""click"", ""params"": {""index"": 18, ""label"": ""0""}}]",click,0,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-3ee9660f,calc-subtract,s1_only,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.98,Subtract,0.76,Subtract (0.77); Clear (0.19); 7 (0.04); 4 (0.00); Multiply (0.00),0.03,0.11,0.07,0.07,"act: operation 0.98, target 0.76","[{""name"": ""click"", ""params"": {""index"": 12, ""label"": ""Subtract""}}]",click,Subtract,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-3ee9660f,calc-subtract,s1_only,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.98,7,0.93,7 (0.95); Clear (0.04); Equals (0.01); 4 (0.00); Multiply (0.00),0.02,0.09,0.07,0.06,"act: operation 0.98, target 0.93","[{""name"": ""click"", ""params"": {""index"": 5, ""label"": ""7""}}]",click,7,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-3ee9660f,calc-subtract,s1_only,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.96,5,0.88,5 (0.89); Clear (0.07); 7 (0.03); Equals (0.01); 4 (0.00),0.02,0.11,0.1,0.07,"act: operation 0.96, target 0.88","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-3ee9660f,calc-subtract,s1_only,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,Equals,0.95,Equals (0.96); Clear (0.04); 4 (0.00); Multiply (0.00); 9 (0.00),0.04,0.31,0.1,0.07,"act: operation 0.97, target 0.95","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,verification accept,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-3ee9660f,calc-subtract,s1_only,9,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,done,0.95,,,,0.93,0.25,0.59,0.08,"verification accept: complete p=0.91, max unmet p=0.08",[],done,,app://Calculator,,,accept,0.91,0.08,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-6d789001,calc-subtract,s1_only,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.99,All Clear,0.89,All Clear (0.90); 2 (0.10); 4 (0.00); Multiply (0.00); 9 (0.00),0.02,0.04,0.06,0.11,"act: operation 0.99, target 0.89","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-6d789001,calc-subtract,s1_only,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.95,2,0.9,2 (0.91); All Clear (0.08); Subtract (0.01); 4 (0.00); Multiply (0.00),0.02,0.07,0.06,0.07,"act: operation 0.95, target 0.9","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-6d789001,calc-subtract,s1_only,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.93,5,0.61,5 (0.64); Clear (0.27); 0 (0.07); 2 (0.01); Subtract (0.01),0.01,0.11,0.1,0.07,"act: operation 0.93, target 0.61","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-6d789001,calc-subtract,s1_only,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.95,0,0.7,0 (0.72); Clear (0.19); Subtract (0.07); 7 (0.01); 5 (0.01),0.02,0.11,0.1,0.09,"act: operation 0.95, target 0.7","[{""name"": ""click"", ""params"": {""index"": 18, ""label"": ""0""}}]",click,0,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-6d789001,calc-subtract,s1_only,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,Subtract,0.75,Subtract (0.77); Clear (0.19); 7 (0.04); 4 (0.00); Multiply (0.00),0.03,0.11,0.07,0.07,"act: operation 0.97, target 0.75","[{""name"": ""click"", ""params"": {""index"": 12, ""label"": ""Subtract""}}]",click,Subtract,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-6d789001,calc-subtract,s1_only,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.98,7,0.92,7 (0.92); Clear (0.06); Equals (0.01); 5 (0.01); 4 (0.00),0.02,0.1,0.07,0.06,"act: operation 0.98, target 0.92","[{""name"": ""click"", ""params"": {""index"": 5, ""label"": ""7""}}]",click,7,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-6d789001,calc-subtract,s1_only,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,5,0.91,5 (0.92); Clear (0.05); 7 (0.02); 4 (0.00); Multiply (0.00),0.02,0.11,0.1,0.06,"act: operation 0.97, target 0.91","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-6d789001,calc-subtract,s1_only,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.98,Equals,0.95,Equals (0.96); Clear (0.04); 4 (0.00); Multiply (0.00); 9 (0.00),0.03,0.28,0.1,0.07,"act: operation 0.98, target 0.95","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,verification accept,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-s1_only-6d789001,calc-subtract,s1_only,9,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,done,0.95,,,,0.93,0.28,0.56,0.08,"verification accept: complete p=0.91, max unmet p=0.07",[],done,,app://Calculator,,,accept,0.91,0.07,True,right,,
q10b-native-dev-20260924,textedit-append-line-dual-49cf1661,textedit-append-line,dual,1,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,append,0.98,text area,1.0,text area (1.00),0.02,0.05,0.23,0.06,"act: operation 0.98, target 1.0","[{""name"": ""input"", ""params"": {""index"": 1, ""label"": ""text area"", ""text"": ""Second line."", ""append"": true}}]",input,text area,app://TextEdit,,act,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-dual-49cf1661,textedit-append-line,dual,2,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,click,0.68,button,0.65,button (0.77); button (0.12); button (0.11),0.2,0.08,0.25,0.09,"act: operation 0.68, target 0.65","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""button""}}]",click,button,app://TextEdit,,System 2 wait,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-dual-49cf1661,textedit-append-line,dual,3,s2,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.79,,,,0.02,0.1,0.42,0.12,System 2 wait,[],wait,,app://TextEdit,,System 2 wait,,,,True,unknown,,
q10b-native-dev-20260924,textedit-append-line-dual-49cf1661,textedit-append-line,dual,4,s2,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.73,,,,0.02,0.13,0.47,0.12,System 2 wait,[],wait,,app://TextEdit,,System 2 menu File > Save,,,,True,unknown,,
q10b-native-dev-20260924,textedit-append-line-dual-49cf1661,textedit-append-line,dual,5,s2,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.77,,,,0.02,0.72,0.44,0.11,System 2 menu File > Save,"[{""name"": ""menu"", ""params"": {""path"": [""File"", ""Save""]}}]",menu,,app://TextEdit,driver refused: menu_path_unavailable foreground; invoke_menu: window_id does no,,,,,True,unknown,,
q10b-native-dev-20260924,textedit-append-line-dual-680b95c6,textedit-append-line,dual,1,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,append,0.99,text area,1.0,text area (1.00),0.02,0.05,0.2,0.06,"act: operation 0.99, target 1.0","[{""name"": ""input"", ""params"": {""index"": 1, ""label"": ""text area"", ""text"": ""Second line."", ""append"": true}}]",input,text area,app://TextEdit,,act,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-dual-680b95c6,textedit-append-line,dual,2,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,click,0.63,button,0.6,button (0.73); button (0.14); button (0.13),0.22,0.07,0.29,0.08,"act: operation 0.63, target 0.6","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""button""}}]",click,button,app://TextEdit,,System 2 wait,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-dual-680b95c6,textedit-append-line,dual,3,s2,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.79,,,,0.02,0.11,0.42,0.12,System 2 wait,[],wait,,app://TextEdit,,System 2 wait,,,,True,unknown,,
q10b-native-dev-20260924,textedit-append-line-dual-680b95c6,textedit-append-line,dual,4,s2,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.71,,,,0.02,0.13,0.44,0.11,System 2 wait,[],wait,,app://TextEdit,,System 2 wait,,,,True,unknown,,
q10b-native-dev-20260924,textedit-append-line-dual-680b95c6,textedit-append-line,dual,5,s2,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.76,,,,0.02,0.75,0.44,0.11,System 2 wait,[],wait,,app://TextEdit,,System 2 menu File > Save,,,,True,unknown,,
q10b-native-dev-20260924,textedit-append-line-dual-680b95c6,textedit-append-line,dual,6,s2,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.77,,,,0.02,0.79,0.43,0.1,System 2 menu File > Save,"[{""name"": ""menu"", ""params"": {""path"": [""File"", ""Save""]}}]",menu,,app://TextEdit,driver refused: menu_path_unavailable foreground; invoke_menu: window_id does no,,,,,True,unknown,,
q10b-native-dev-20260924,textedit-append-line-dual-6d4202ce,textedit-append-line,dual,1,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,append,0.98,text area,1.0,text area (1.00),0.02,0.06,0.23,0.06,"act: operation 0.98, target 1.0","[{""name"": ""input"", ""params"": {""index"": 1, ""label"": ""text area"", ""text"": ""Second line."", ""append"": true}}]",input,text area,app://TextEdit,,act,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-dual-6d4202ce,textedit-append-line,dual,2,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,click,0.58,button,0.63,button (0.76); button (0.13); button (0.11),0.2,0.07,0.28,0.09,"act: operation 0.58, target 0.63","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""button""}}]",click,button,app://TextEdit,,System 2 hotkey cmd+s,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-dual-6d4202ce,textedit-append-line,dual,3,s2,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.81,,,,0.02,0.11,0.38,0.11,System 2 hotkey cmd+s,"[{""name"": ""send_keys"", ""params"": {""keys"": ""cmd+s"", ""route"": ""foreground""}}]",send_keys,,app://TextEdit,,,,,,True,unknown,,
q10b-native-dev-20260924,textedit-append-line-s1_only-624ef358,textedit-append-line,s1_only,1,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,append,0.98,text area,1.0,text area (1.00),0.02,0.05,0.23,0.07,"act: operation 0.98, target 1.0","[{""name"": ""input"", ""params"": {""index"": 1, ""label"": ""text area"", ""text"": ""Second line."", ""append"": true}}]",input,text area,app://TextEdit,,act,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-s1_only-624ef358,textedit-append-line,s1_only,2,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,click,0.65,button,0.6,button (0.73); button (0.14); button (0.13),0.2,0.07,0.25,0.09,"act: operation 0.65, target 0.6","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""button""}}]",click,button,app://TextEdit,,blocked,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-s1_only-624ef358,textedit-append-line,s1_only,3,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.81,,,,0.02,0.12,0.42,0.12,blocked: no offered operation can make progress,[],,,app://TextEdit,,,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-s1_only-80fa6ec1,textedit-append-line,s1_only,1,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,append,0.99,text area,1.0,text area (1.00),0.02,0.05,0.21,0.06,"act: operation 0.99, target 1.0","[{""name"": ""input"", ""params"": {""index"": 1, ""label"": ""text area"", ""text"": ""Second line."", ""append"": true}}]",input,text area,app://TextEdit,,act,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-s1_only-80fa6ec1,textedit-append-line,s1_only,2,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,click,0.6,button,0.67,button (0.77); button (0.13); button (0.10),0.2,0.08,0.26,0.08,"act: operation 0.60, target 0.67","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""button""}}]",click,button,app://TextEdit,,blocked,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-s1_only-80fa6ec1,textedit-append-line,s1_only,3,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.8,,,,0.02,0.12,0.39,0.12,blocked: no offered operation can make progress,[],,,app://TextEdit,,,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-s1_only-a7596bdd,textedit-append-line,s1_only,1,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,append,0.99,text area,1.0,text area (1.00),0.02,0.05,0.23,0.06,"act: operation 0.99, target 1.0","[{""name"": ""input"", ""params"": {""index"": 1, ""label"": ""text area"", ""text"": ""Second line."", ""append"": true}}]",input,text area,app://TextEdit,,act,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-s1_only-a7596bdd,textedit-append-line,s1_only,2,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,4,click,0.63,button,0.54,button (0.69); button (0.17); button (0.14),0.2,0.08,0.24,0.09,"act: operation 0.63, target 0.54","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""button""}}]",click,button,app://TextEdit,,blocked,,,,True,right,,
q10b-native-dev-20260924,textedit-append-line-s1_only-a7596bdd,textedit-append-line,s1_only,3,s1,"Add the line ""Second line."" at the end of the document, keeping the first line as it is, and save the document.",app://TextEdit,0,blocked,0.79,,,,0.02,0.11,0.39,0.12,blocked: no offered operation can make progress,[],,,app://TextEdit,,,,,,True,right,,
q10b-native-dev-20260924,textedit-type-sentence-dual-4a4d1c83,textedit-type-sentence,dual,1,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,type,0.73,First Text View,1.0,First Text View (1.00),0.03,0.05,0.14,0.06,"act: operation 0.73, target 1.0","[{""name"": ""input"", ""params"": {""index"": 1, ""label"": ""First Text View"", ""text"": ""The lantern arrived broken."", ""append"": false}}]",input,First Text View,app://TextEdit,,verification accept,,,,True,right,,
q10b-native-dev-20260924,textedit-type-sentence-dual-4a4d1c83,textedit-type-sentence,dual,2,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,done,0.99,,,,0.91,0.07,0.33,0.13,"verification accept: complete p=0.96, max unmet p=0.07",[],done,,app://TextEdit,,,accept,0.96,0.07,True,right,,
q10b-native-dev-20260924,textedit-type-sentence-dual-5851c74c,textedit-type-sentence,dual,1,s2,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,type,0.51,First Text View,1.0,First Text View (1.00),0.03,0.05,0.16,0.06,System 2 type [1] (Typing the required sentence into the document text view.),"[{""name"": ""input"", ""params"": {""index"": 1, ""label"": ""First Text View"", ""text"": ""The lantern arrived broken."", ""append"": false}}]",input,First Text View,app://TextEdit,,verification accept,,,,True,unknown,,
q10b-native-dev-20260924,textedit-type-sentence-dual-5851c74c,textedit-type-sentence,dual,2,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,done,0.99,,,,0.93,0.06,0.31,0.14,"verification accept: complete p=0.96, max unmet p=0.06",[],done,,app://TextEdit,,,accept,0.96,0.06,True,right,,
q10b-native-dev-20260924,textedit-type-sentence-dual-ce73c383,textedit-type-sentence,dual,1,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,type,0.68,First Text View,1.0,First Text View (1.00),0.03,0.05,0.16,0.07,"act: operation 0.68, target 1.0","[{""name"": ""input"", ""params"": {""index"": 1, ""label"": ""First Text View"", ""text"": ""The lantern arrived broken."", ""append"": false}}]",input,First Text View,app://TextEdit,,verification accept,,,,True,right,,
q10b-native-dev-20260924,textedit-type-sentence-dual-ce73c383,textedit-type-sentence,dual,2,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,done,0.99,,,,0.92,0.07,0.33,0.13,"verification accept: complete p=0.96, max unmet p=0.08",[],done,,app://TextEdit,,,accept,0.96,0.08,True,right,,
q10b-native-dev-20260924,textedit-type-sentence-s1_only-4e6d088a,textedit-type-sentence,s1_only,1,s1,"Type the sentence ""The lantern arrived broken."" into the document.",app://TextEdit,4,type,0.68,First Text View,1.0,First Text View (1.00),0.04,0.05,0.2,0.06,"act: operation 0.68, target 1.0","[{""name"": ""input"", ""params"": {""index"": 1, ""label"": ""First Text View"", ""text"": ""The lantern arrived broken."", ""append"": false}}]",input,First Text View,app://TextEdit,,verification accept,,,,True,right,,
